Crop,Year,Season,State,Area,Production,Rainfall,Yield,season_code,crop_code
Wheat,2004,Rabi,Jharkhand,57905.58,72740,1149.2,1.257727273,2,3
Maize,2004,Kharif,West Bengal,64629.0,190546,1612.9,2.584375,1,0
Rice,2004,Autumn,West Bengal,320822.0,653044,1612.9,2.037222222,0,2
Rice,2004,Summer,West Bengal,1376387.0,4257111,1612.9,2.857777778,3,2
Rice,2004,Winter,West Bengal,4086404.0,9974734,1612.9,2.336111111,5,2
Wheat,2004,Rabi,West Bengal,400093.0,841471,1612.9,2.104444444,2,3
Maize,2005,Kharif,Bihar,276983.0,456105,907.8,1.619210526,1,0
Maize,2005,Rabi,Bihar,212073.0,637203,907.8,2.773611111,2,0
Maize,2005,Summer,Bihar,175218.0,426534,907.8,2.363611111,3,0
Onion,2005,Whole Year,Bihar,18401.0,160656,907.8,8.135263158,4,1
Rice,2005,Autumn,Bihar,533233.0,503448,907.8,0.962666667,0,2
Rice,2005,Summer,Bihar,113251.0,182827,907.8,1.304583333,3,2
Rice,2005,Winter,Bihar,2604752.0,3023010,907.8,1.035263158,5,2
Wheat,2005,Rabi,Bihar,2001771.0,2821120,907.8,1.349736842,2,3
Maize,2005,Kharif,Chhattisgarh,101587.0,109598,1292.7,1.088125,1,0
Onion,2005,Whole Year,Chhattisgarh,4534.0,25491,1292.7,5.413333333,4,1
Rice,2005,Kharif,Chhattisgarh,3854352.0,5267537,1292.7,1.30375,1,2
Wheat,2005,Rabi,Chhattisgarh,97074.0,85191,1292.7,1.0125,2,3
Maize,2005,Kharif,Delhi,79.0,144,653.1,1.82,1,0
Rice,2005,Kharif,Delhi,7506.0,21092,653.1,2.81,1,2
Wheat,2005,Rabi,Delhi,18279.0,79404,653.1,4.34,2,3
Maize,2005,Kharif,Gujarat,456900.0,722400,942.4,1.618125,1,0
Onion,2005,Whole Year,Gujarat,73300.0,2057500,942.4,29.175,4,1
Rice,2005,Kharif,Gujarat,648300.0,1209300,942.4,1.843125,1,2
Rice,2005,Summer,Gujarat,24600.0,74300,942.4,3.054444444,3,2
Wheat,2005,Rabi,Gujarat,858800.0,2319200,942.4,2.5792,2,3
Maize,2005,Kharif,Haryana,17469.0,36000,516.9,0.4965,1,0
Onion,2005,Whole Year,Haryana,4044.0,92700,516.9,18.03076923,4,1
Rice,2005,Kharif,Haryana,1046588.0,3194000,516.9,2.940526316,1,2
Wheat,2005,Rabi,Haryana,2302682.0,8502000,516.9,3.6065,2,3
Maize,2005,Kharif,Himachal Pradesh,295351.0,543061,1248.1,1.913333333,1,0
Onion,2005,Rabi,Himachal Pradesh,829.0,4045,1248.1,4.994,2,1
Rice,2005,Kharif,Himachal Pradesh,79366.0,112139,1248.1,1.396363636,1,2
Wheat,2005,Rabi,Himachal Pradesh,358453.0,365885,1248.1,1.075833333,2,3
Maize,2005,Kharif,Madhya Pradesh,852591.0,1240520,1032.7,1.380638298,1,0
Onion,2005,Whole Year,Madhya Pradesh,37656.0,575949,1032.7,14.14979167,4,1
Rice,2005,Kharif,Madhya Pradesh,1700446.0,1687475,1032.7,0.881041667,1,2
Wheat,2005,Rabi,Madhya Pradesh,3772615.0,6192368,1032.7,1.647083333,2,3
Maize,2005,Kharif,Maharashtra,389100.0,829700,1387.2,1.67037037,1,0
Maize,2005,Rabi,Maharashtra,70900.0,145400,1387.2,2.137307692,2,0
Maize,2005,Summer,Maharashtra,9500.0,13700,1387.2,1.239473684,3,0
Rice,2005,Kharif,Maharashtra,1473700.0,2596800,1387.2,1.215666667,1,2
Rice,2005,Summer,Maharashtra,38800.0,72200,1387.2,2.007,3,2
Wheat,2005,Rabi,Maharashtra,932800.0,1300700,1387.2,1.329333333,2,3
Maize,2005,Kharif,Mizoram,10810.0,20720,2075.4,1.99875,1,0
Maize,2005,Rabi,Mizoram,932.0,1983,2075.4,2.625,2,0
Rice,2005,Whole Year,Mizoram,56460.0,107740,2075.4,1.9425,4,2
Maize,2005,Kharif,Nagaland,50000.0,90000,1568.6,1.8025,1,0
Maize,2005,Rabi,Nagaland,1600.0,2880,1568.6,1.985,2,0
Rice,2005,Kharif,Nagaland,155500.0,261300,1568.6,1.6425,1,2
Rice,2005,Rabi,Nagaland,900.0,1800,1568.6,2.06,2,2
Wheat,2005,Rabi,Nagaland,1200.0,1920,1568.6,1.66125,2,3
Maize,2005,Kharif,Punjab,148000.0,403000,566.7,2.827,1,0
Rice,2005,Kharif,Punjab,2642000.0,10193000,566.7,3.820588235,1,2
Wheat,2005,Rabi,Punjab,3468000.0,14493000,566.7,4.145294118,2,3
Maize,2005,Kharif,Tripura,2150.0,2100,1765.9,0.9825,1,0
Rice,2005,Kharif,Tripura,253067.0,602947,1765.9,2.305,1,2
Wheat,2005,Rabi,Tripura,1750.0,3184,1765.9,1.8325,2,3
Maize,2005,Kharif,Uttarakhand,31372.0,39735,1353.3,1.142307692,1,0
Maize,2005,Summer,Uttarakhand,89.0,182,1353.3,1.9875,3,0
Onion,2005,Whole Year,Uttarakhand,1996.0,26694,1353.3,12.83076923,4,1
Rice,2005,Kharif,Uttarakhand,275459.0,526520,1353.3,1.62,1,2
Rice,2005,Summer,Uttarakhand,8971.0,42646,1353.3,3.89,3,2
Wheat,2005,Rabi,Uttarakhand,379237.0,642216,1353.3,1.353076923,2,3
Maize,2005,Autumn,Jharkhand,74754.36,77410,965.2,1.040909091,0,0
Onion,2005,Rabi,Jharkhand,1724.12,18805,965.2,11.6,2,1
Rice,2005,Autumn,Jharkhand,149362.86,77860,965.2,0.557857143,0,2
Rice,2005,Winter,Jharkhand,954735.25,536165,965.2,0.531363636,5,2
Wheat,2005,Rabi,Jharkhand,50326.23,51263,965.2,1.023636364,2,3
Maize,2006,Kharif,Bihar,259494.0,397591,1052.8,1.558918919,1,0
Maize,2006,Rabi,Bihar,206084.0,744274,1052.8,3.231944444,2,0
Maize,2006,Summer,Bihar,175637.0,614084,1052.8,3.389444444,3,0
Rice,2006,Autumn,Bihar,517983.0,530242,1052.8,0.962413793,0,2
Rice,2006,Summer,Bihar,109436.0,163989,1052.8,1.45173913,3,2
Rice,2006,Winter,Bihar,2736591.0,4333716,1052.8,1.482702703,5,2
Wheat,2006,Rabi,Bihar,2076727.0,4155541,1052.8,1.924324324,2,3
Maize,2006,Kharif,Chhattisgarh,100145.0,123489,1317.2,1.048888889,1,0
Onion,2006,Whole Year,Chhattisgarh,4484.0,23106,1317.2,6.496470588,4,1
Rice,2006,Kharif,Chhattisgarh,3905319.0,5441525,1317.2,1.247222222,1,2
Wheat,2006,Rabi,Chhattisgarh,93213.0,93952,1317.2,1.06,2,3
Maize,2006,Kharif,Delhi,67.0,122,462.7,1.82,1,0
Rice,2006,Kharif,Delhi,7381.0,20815,462.7,2.82,1,2
Wheat,2006,Rabi,Delhi,17884.0,77885,462.7,4.36,2,3
Maize,2006,Kharif,Gujarat,447700.0,201700,1056.2,0.529375,1,0
Onion,2006,Whole Year,Gujarat,43300.0,1051800,1056.2,21.8045,4,1
Rice,2006,Kharif,Gujarat,655600.0,1045200,1056.2,1.601875,1,2
Rice,2006,Summer,Gujarat,33700.0,96000,1056.2,2.855555556,3,2
Wheat,2006,Rabi,Gujarat,1072300.0,2791500,1056.2,2.5696,2,3
Maize,2006,Kharif,Haryana,13412.0,30000,329.3,0.520625,1,0
Onion,2006,Whole Year,Haryana,2543.0,49700,329.3,18.98352941,4,1
Rice,2006,Kharif,Haryana,1042036.0,3371000,329.3,2.8545,1,2
Wheat,2006,Rabi,Haryana,2377067.0,10059000,329.3,4.062,2,3
Maize,2006,Kharif,Himachal Pradesh,299037.0,695376,1207.0,2.363333333,1,0
Onion,2006,Rabi,Himachal Pradesh,893.0,7617,1207.0,8.546,2,1
Rice,2006,Kharif,Himachal Pradesh,79206.0,123485,1207.0,1.750909091,1,2
Wheat,2006,Rabi,Himachal Pradesh,362245.0,596493,1207.0,1.6375,2,3
Maize,2006,Kharif,Madhya Pradesh,879420.0,846002,1072.3,0.903617021,1,0
Onion,2006,Whole Year,Madhya Pradesh,37825.0,629635,1072.3,14.81125,4,1
Rice,2006,Kharif,Madhya Pradesh,1674013.0,1389269,1072.3,0.856666667,1,2
Wheat,2006,Rabi,Madhya Pradesh,4262382.0,7840446,1072.3,1.73125,2,3
Maize,2006,Kharif,Maharashtra,475000.0,947800,1439.4,1.599642857,1,0
Maize,2006,Rabi,Maharashtra,86000.0,176900,1439.4,2.1984,2,0
Maize,2006,Summer,Maharashtra,19200.0,25300,1439.4,1.184761905,3,0
Rice,2006,Kharif,Maharashtra,1491300.0,2488600,1439.4,1.166333333,1,2
Rice,2006,Summer,Maharashtra,38000.0,81100,1439.4,2.176,3,2
Wheat,2006,Rabi,Maharashtra,1230800.0,1871000,1439.4,1.451666667,2,3
Maize,2006,Kharif,Nagaland,63200.0,105540,1362.5,1.67,1,0
Maize,2006,Rabi,Nagaland,1500.0,2800,1362.5,1.995,2,0
Rice,2006,Kharif,Nagaland,163680.0,261920,1362.5,1.595,1,2
Rice,2006,Rabi,Nagaland,1000.0,1600,1362.5,1.605,2,2
Wheat,2006,Rabi,Nagaland,1500.0,1250,1362.5,0.86,2,3
Maize,2006,Kharif,Punjab,154000.0,481000,569.6,3.202307692,1,0
Rice,2006,Kharif,Punjab,2621000.0,10138000,569.6,3.75,1,2
Wheat,2006,Rabi,Punjab,3467000.0,14596000,569.6,4.148421053,2,3
Maize,2006,Kharif,Tripura,2450.0,2420,1764.3,0.9925,1,0
Rice,2006,Kharif,Tripura,250939.0,628200,1764.3,2.4225,1,2
Wheat,2006,Rabi,Tripura,970.0,1845,1764.3,1.885,2,3
Maize,2006,Kharif,Uttar Pradesh,842052.0,1116939,590.5,1.307826087,1,0
Maize,2006,Rabi,Uttar Pradesh,4215.0,13278,590.5,3.120454545,2,0
Maize,2006,Summer,Uttar Pradesh,25366.0,33635,590.5,1.325689655,3,0
Onion,2006,Rabi,Uttar Pradesh,7525.0,144345,590.5,19.17927536,2,1
Onion,2006,Summer,Uttar Pradesh,13173.0,153400,590.5,11.64536232,3,1
Rice,2006,Kharif,Uttar Pradesh,5902577.0,11082993,590.5,1.846,1,2
Rice,2006,Summer,Uttar Pradesh,18175.0,40620,590.5,1.995,3,2
Wheat,2006,Rabi,Uttar Pradesh,9197642.0,25443428,590.5,2.725428571,2,3
Maize,2006,Kharif,Uttarakhand,27163.0,35850,1178.9,1.138461538,1,0
Maize,2006,Rabi,Uttarakhand,81.0,131,1178.9,1.626666667,2,0
Onion,2006,Whole Year,Uttarakhand,2116.0,11886,1178.9,6.464615385,4,1
Rice,2006,Kharif,Uttarakhand,273662.0,540128,1178.9,1.645384615,1,2
Rice,2006,Rabi,Uttarakhand,9923.0,31208,1178.9,3.145,2,2
Wheat,2006,Rabi,Uttarakhand,377870.0,796548,1178.9,1.760769231,2,3
Maize,2006,Autumn,Jharkhand,75712.78,116029,1465.1,1.457272727,0,0
Onion,2006,Rabi,Jharkhand,2914.72,16719,1465.1,5.84,2,1
Rice,2006,Autumn,Jharkhand,183635.05,254351,1465.1,1.274545455,0,2
Rice,2006,Winter,Jharkhand,995583.37,1175595,1465.1,1.208181818,5,2
Wheat,2006,Rabi,Jharkhand,124418.04,163905,1465.1,1.280454545,2,3
Maize,2007,Kharif,Andhra Pradesh,519000.0,2377000,1004.2,4.237,1,0
Maize,2007,Rabi,Andhra Pradesh,267000.0,1754000,1004.2,6.2215,2,0
Onion,2007,Kharif,Andhra Pradesh,23000.0,370000,1004.2,13.81571429,1,1
Onion,2007,Rabi,Andhra Pradesh,14000.0,270000,1004.2,18.07142857,2,1
Rice,2007,Kharif,Andhra Pradesh,2578000.0,8191000,1004.2,3.094545455,1,2
Rice,2007,Rabi,Andhra Pradesh,1406000.0,5133000,1004.2,3.159090909,2,2
Wheat,2007,Rabi,Andhra Pradesh,8000.0,8000,1004.2,1.0,2,3
Maize,2007,Autumn,Bihar,263299.0,321402,1600.2,1.305526316,0,0
Maize,2007,Rabi,Bihar,214521.0,858245,1600.2,3.763611111,2,0
Maize,2007,Summer,Bihar,181481.0,623215,1600.2,3.207142857,3,0
Onion,2007,Whole Year,Bihar,15216.0,136730,1600.2,8.736111111,4,1
Rice,2007,Autumn,Bihar,524266.0,318517,1600.2,0.617,0,2
Rice,2007,Summer,Bihar,110440.0,172291,1600.2,1.416666667,3,2
Rice,2007,Winter,Bihar,2842665.0,3967956,1600.2,1.260789474,5,2
Wheat,2007,Rabi,Bihar,2131232.0,4977463,1600.2,2.228421053,2,3
Maize,2007,Kharif,Chhattisgarh,100591.0,157130,1246.2,1.468333333,1,0
Onion,2007,Whole Year,Chhattisgarh,4372.0,20891,1246.2,5.119411765,4,1
Rice,2007,Kharif,Chhattisgarh,3902881.0,5634972,1246.2,1.393888889,1,2
Wheat,2007,Rabi,Chhattisgarh,95020.0,104548,1246.2,1.299444444,2,3
Maize,2007,Kharif,Gujarat,424000.0,583100,1021.6,1.401176471,1,0
Onion,2007,Whole Year,Gujarat,65400.0,2059200,1021.6,28.88190476,4,1
Rice,2007,Kharif,Gujarat,726000.0,1376300,1021.6,1.8325,1,2
Rice,2007,Summer,Gujarat,32600.0,97900,1021.6,3.043333333,3,2
Wheat,2007,Rabi,Gujarat,1273900.0,3837700,1021.6,2.9304,2,3
Maize,2007,Kharif,Haryana,13777.0,37000,443.8,0.979375,1,0
Onion,2007,Whole Year,Haryana,3193.0,63700,443.8,18.20733333,4,1
Rice,2007,Kharif,Haryana,1072545.0,3606000,443.8,3.191578947,1,2
Wheat,2007,Rabi,Haryana,2460680.0,10232000,443.8,4.036,2,3
Maize,2007,Kharif,Himachal Pradesh,300150.0,682615,1095.4,2.303333333,1,0
Onion,2007,Rabi,Himachal Pradesh,823.0,7036,1095.4,8.408,2,1
Rice,2007,Kharif,Himachal Pradesh,78571.0,121453,1095.4,1.686363636,1,2
Wheat,2007,Rabi,Himachal Pradesh,366592.0,504360,1095.4,1.500833333,2,3
Maize,2007,Kharif,Madhya Pradesh,841830.0,1111216,740.4,1.1325,1,0
Onion,2007,Whole Year,Madhya Pradesh,41376.0,601524,740.4,12.21604167,4,1
Rice,2007,Kharif,Madhya Pradesh,1634912.0,1325175,740.4,0.875,1,2
Wheat,2007,Rabi,Madhya Pradesh,4089343.0,6729363,740.4,1.548958333,2,3
Maize,2007,Kharif,Maharashtra,571100.0,1545200,1257.2,2.325357143,1,0
Maize,2007,Rabi,Maharashtra,86700.0,223000,1257.2,2.6852,2,0
Maize,2007,Summer,Maharashtra,13700.0,21600,1257.2,1.413684211,3,0
Rice,2007,Kharif,Maharashtra,1535300.0,2912800,1257.2,1.377241379,1,2
Rice,2007,Summer,Maharashtra,41400.0,98700,1257.2,2.486,3,2
Wheat,2007,Rabi,Maharashtra,1252800.0,2371100,1257.2,1.782333333,2,3
Maize,2007,Kharif,Meghalaya,17048.0,25138,4702.0,1.504285714,1,0
Rice,2007,Autumn,Meghalaya,32604.0,37918,4702.0,1.498571429,0,2
Rice,2007,Summer,Meghalaya,11546.0,48132,4702.0,2.022857143,3,2
Rice,2007,Winter,Meghalaya,62170.0,114027,4702.0,1.812857143,5,2
Wheat,2007,Rabi,Meghalaya,622.0,1120,4702.0,1.2425,2,3
Maize,2007,Kharif,Nagaland,62140.0,112470,1769.0,1.835,1,0
Maize,2007,Rabi,Nagaland,1500.0,2860,1769.0,1.91,2,0
Rice,2007,Kharif,Nagaland,166000.0,308800,1769.0,1.8275,1,2
Rice,2007,Rabi,Nagaland,1500.0,2500,1769.0,1.66,2,2
Wheat,2007,Rabi,Nagaland,1150.0,1800,1769.0,1.56375,2,3
Maize,2007,Kharif,Punjab,153000.0,521000,527.2,3.560833333,1,0
Rice,2007,Kharif,Punjab,2610000.0,10489000,527.2,3.968,1,2
Wheat,2007,Rabi,Punjab,3488000.0,15720000,527.2,4.4775,2,3
Maize,2007,Kharif,Tripura,2123.0,2125,2831.8,0.995,1,0
Rice,2007,Kharif,Tripura,252897.0,640424,2831.8,2.4375,1,2
Wheat,2007,Rabi,Tripura,1023.0,1889,2831.8,1.88,2,3
Maize,2007,Kharif,Uttar Pradesh,812088.0,1167245,672.9,1.360289855,1,0
Maize,2007,Rabi,Uttar Pradesh,3627.0,10185,672.9,2.78,2,0
Maize,2007,Summer,Uttar Pradesh,21930.0,31514,672.9,1.430714286,3,0
Onion,2007,Rabi,Uttar Pradesh,9846.0,137576,672.9,13.97314286,2,1
Onion,2007,Summer,Uttar Pradesh,11716.0,158183,672.9,13.49166667,3,1
Rice,2007,Kharif,Uttar Pradesh,5690539.0,11731754,672.9,1.962,1,2
Rice,2007,Summer,Uttar Pradesh,18849.0,48358,672.9,2.152142857,3,2
Wheat,2007,Rabi,Uttar Pradesh,9114880.0,25679089,672.9,2.723571429,2,3
Maize,2007,Kharif,Uttarakhand,28000.0,43659,1924.3,1.223846154,1,0
Maize,2007,Summer,Uttarakhand,82.0,133,1924.3,1.636666667,3,0
Onion,2007,Whole Year,Uttarakhand,1976.0,10098,1924.3,5.836923077,4,1
Rice,2007,Kharif,Uttarakhand,259805.0,523203,1924.3,1.709230769,1,2
Rice,2007,Summer,Uttarakhand,12364.0,41864,1924.3,3.423333333,3,2
Wheat,2007,Rabi,Uttarakhand,372919.0,798233,1924.3,1.673846154,2,3
Maize,2007,Autumn,Jharkhand,76327.31,93851,1444.7,1.367272727,0,0
Onion,2007,Rabi,Jharkhand,2958.96,18582,1444.7,6.168947368,2,1
Rice,2007,Autumn,Jharkhand,183323.17,163692,1444.7,0.899047619,0,2
Rice,2007,Winter,Jharkhand,1014731.14,1306932,1444.7,1.306363636,5,2
Wheat,2007,Rabi,Jharkhand,54845.72,68534,1444.7,1.432727273,2,3
Maize,2008,Autumn,Bihar,244993.0,373167,1197.7,1.592631579,0,0
Maize,2008,Rabi,Bihar,206266.0,726382,1197.7,3.186388889,2,0
Maize,2008,Summer,Bihar,189214.0,615797,1197.7,3.203714286,3,0
Onion,2008,Whole Year,Bihar,14805.0,137545,1197.7,8.775714286,4,1
Rice,2008,Autumn,Bihar,546872.0,727414,1197.7,1.230344828,0,2
Rice,2008,Summer,Bihar,105526.0,178240,1197.7,1.641,3,2
Rice,2008,Winter,Bihar,2842875.0,4684328,1197.7,1.545789474,5,2
Wheat,2008,Rabi,Bihar,2158345.0,4413017,1197.7,1.984473684,2,3
Maize,2008,Kharif,Chhattisgarh,99375.0,139844,1117.9,1.263888889,1,0
Onion,2008,Whole Year,Chhattisgarh,4332.0,22242,1117.9,5.273125,4,1
Rice,2008,Kharif,Chhattisgarh,3928815.0,4707499,1117.9,1.198333333,1,2
Wheat,2008,Rabi,Chhattisgarh,94834.0,97424,1117.9,1.15,2,3
Maize,2008,Kharif,Gujarat,418900.0,602600,746.1,1.478333333,1,0
Onion,2008,Rabi,Gujarat,54400.0,1502800,746.1,26.605,2,1
Rice,2008,Kharif,Gujarat,722100.0,1225500,746.1,1.615294118,1,2
Rice,2008,Summer,Gujarat,25200.0,77400,746.1,2.921111111,3,2
Wheat,2008,Rabi,Gujarat,1091400.0,2592600,746.1,2.349615385,2,3
Maize,2008,Kharif,Haryana,11769.0,25200,715.6,1.152222222,1,0
Onion,2008,Whole Year,Haryana,2492.0,37400,715.6,178.6530769,4,1
Rice,2008,Kharif,Haryana,1211149.0,3299000,715.6,2.569,1,2
Wheat,2008,Rabi,Haryana,2461420.0,11360000,715.6,4.437142857,2,3
Maize,2008,Kharif,Himachal Pradesh,297718.0,676644,1357.1,2.304166667,1,0
Onion,2008,Rabi,Himachal Pradesh,776.0,4611,1357.1,5.795,2,1
Rice,2008,Kharif,Himachal Pradesh,77709.0,118277,1357.1,1.6,1,2
Wheat,2008,Rabi,Himachal Pradesh,359961.0,381180,1357.1,1.080833333,2,3
Maize,2008,Kharif,Madhya Pradesh,826722.0,1131782,895.0,1.2356,1,0
Onion,2008,Whole Year,Madhya Pradesh,40146.0,582438,895.0,12.0858,4,1
Rice,2008,Kharif,Madhya Pradesh,1706557.0,1571103,895.0,0.911020408,1,2
Wheat,2008,Rabi,Madhya Pradesh,3997666.0,7272210,895.0,1.764,2,3
Maize,2008,Kharif,Maharashtra,550100.0,1323000,1052.8,1.992222222,1,0
Maize,2008,Rabi,Maharashtra,85900.0,206700,1052.8,2.3832,2,0
Maize,2008,Summer,Maharashtra,9500.0,14500,1052.8,1.381,3,0
Rice,2008,Kharif,Maharashtra,1499500.0,2234300,1052.8,1.170740741,1,2
Rice,2008,Summer,Maharashtra,22000.0,53200,1052.8,2.421111111,3,2
Wheat,2008,Rabi,Maharashtra,1021800.0,1516400,1052.8,1.431666667,2,3
Maize,2008,Kharif,Manipur,17980.0,32250,1134.8,1.724444444,1,0
Maize,2008,Rabi,Manipur,2250.0,3130,1134.8,1.467777778,2,0
Rice,2008,Kharif,Manipur,210990.0,518250,1134.8,2.134444444,1,2
Wheat,2008,Rabi,Manipur,2050.0,5120,1134.8,2.495,2,3
Maize,2008,Kharif,Nagaland,63200.0,113760,1540.9,1.802727273,1,0
Maize,2008,Rabi,Nagaland,1200.0,2160,1540.9,1.91,2,0
Rice,2008,Kharif,Nagaland,173100.0,345090,1540.9,1.964545455,1,2
Wheat,2008,Rabi,Nagaland,1380.0,2070,1540.9,1.502222222,2,3
Maize,2008,Kharif,Punjab,151000.0,514000,691.3,3.419230769,1,0
Rice,2008,Kharif,Punjab,2735000.0,11000000,691.3,3.9855,1,2
Wheat,2008,Rabi,Punjab,3466000.0,15733000,691.3,4.5035,2,3
Maize,2008,Kharif,Tripura,2093.0,2046,1827.8,0.99,1,0
Rice,2008,Kharif,Tripura,242966.0,627175,1827.8,2.525,1,2
Wheat,2008,Rabi,Tripura,635.0,1195,1827.8,1.905,2,3
Maize,2008,Kharif,Uttar Pradesh,769793.0,1151245,891.6,1.366764706,1,0
Maize,2008,Rabi,Uttar Pradesh,3617.0,9495,891.6,2.646086957,2,0
Maize,2008,Summer,Uttar Pradesh,25472.0,38106,891.6,1.505862069,3,0
Onion,2008,Rabi,Uttar Pradesh,10161.0,119110,891.6,11.71728571,2,1
Rice,2008,Kharif,Uttar Pradesh,6011761.0,13051365,891.6,2.124428571,1,2
Rice,2008,Summer,Uttar Pradesh,21621.0,45666,891.6,2.095,3,2
Wheat,2008,Rabi,Uttar Pradesh,9513039.0,28554178,891.6,2.959857143,2,3
Maize,2008,Kharif,Uttarakhand,26780.0,36287,1363.7,1.197692308,1,0
Maize,2008,Summer,Uttarakhand,92.0,150,1363.7,1.53,3,0
Onion,2008,Whole Year,Uttarakhand,1869.0,7920,1363.7,5.134615385,4,1
Rice,2008,Kharif,Uttarakhand,275711.0,528524,1363.7,1.627692308,1,2
Rice,2008,Summer,Uttarakhand,12654.0,39797,1363.7,3.1,3,2
Wheat,2008,Rabi,Uttarakhand,379081.0,770934,1363.7,1.491538462,2,3
Onion,2008,Rabi,Jammu and Kashmir,383.0,932,1390.1,2.4475,2,1
Wheat,2008,Rabi,Jammu and Kashmir,274022.0,492140,1390.1,1.435714286,2,3
Maize,2008,Autumn,Jharkhand,72914.37,77225,1295.2,1.074166667,0,0
Onion,2008,Rabi,Jharkhand,3049.28,15459,1295.2,4.964347826,2,1
Rice,2008,Autumn,Jharkhand,188422.33,162674,1295.2,0.868695652,0,2
Rice,2008,Winter,Jharkhand,1008437.16,1333906,1295.2,1.39125,5,2
Wheat,2008,Rabi,Jharkhand,58602.34,79871,1295.2,1.43625,2,3
Maize,2009,Autumn,Bihar,234920.0,401472,889.3,1.760526316,0,0
Maize,2009,Rabi,Bihar,209236.0,544140,889.3,2.516,2,0
Maize,2009,Summer,Bihar,196547.0,598834,889.3,2.8075,3,0
Rice,2009,Autumn,Bihar,525890.0,471321,889.3,0.905666667,0,2
Rice,2009,Summer,Bihar,95682.0,176656,889.3,1.492083333,3,2
Rice,2009,Winter,Bihar,2502458.0,2992233,889.3,1.105526316,5,2
Wheat,2009,Rabi,Bihar,2116098.0,4403841,889.3,2.076315789,2,3
Maize,2009,Kharif,Chhattisgarh,101721.0,145368,956.9,1.412777778,1,0
Onion,2009,Whole Year,Chhattisgarh,5013.0,22924,956.9,4.292666667,4,1
Rice,2009,Kharif,Chhattisgarh,3837610.0,4347316,956.9,1.106666667,1,2
Wheat,2009,Rabi,Chhattisgarh,109163.0,118923,956.9,1.301764706,2,3
Maize,2009,Kharif,Gujarat,411700.0,396600,618.0,1.008,1,0
Onion,2009,Rabi,Gujarat,38500.0,1051400,618.0,26.69277778,2,1
Rice,2009,Kharif,Gujarat,658500.0,1228400,618.0,1.693529412,1,2
Rice,2009,Summer,Gujarat,21000.0,64600,618.0,3.034444444,3,2
Wheat,2009,Rabi,Gujarat,878000.0,2351300,618.0,2.617692308,2,3
Maize,2009,Kharif,Haryana,12199.0,26000,393.0,0.940555556,1,0
Onion,2009,Whole Year,Haryana,1535.0,31300,393.0,19.35785714,4,1
Rice,2009,Kharif,Haryana,1206435.0,3628000,393.0,2.673809524,1,2
Wheat,2009,Rabi,Haryana,2487756.0,10488000,393.0,4.133809524,2,3
Maize,2009,Kharif,Himachal Pradesh,290199.0,530224,969.9,2.08,1,0
Onion,2009,Rabi,Himachal Pradesh,918.0,5392,969.9,5.744,2,1
Rice,2009,Kharif,Himachal Pradesh,76186.0,105787,969.9,1.484545455,1,2
Wheat,2009,Rabi,Himachal Pradesh,350440.0,324174,969.9,0.933333333,2,3
Maize,2009,Kharif,Maharashtra,673000.0,1530600,1002.4,1.972962963,1,0
Maize,2009,Rabi,Maharashtra,101400.0,267200,1002.4,1.9875,2,0
Maize,2009,Summer,Maharashtra,20100.0,30200,1002.4,1.348235294,3,0
Rice,2009,Kharif,Maharashtra,1450000.0,2138100,1002.4,1.106071429,1,2
Rice,2009,Summer,Maharashtra,20600.0,47700,1002.4,2.251111111,3,2
Wheat,2009,Rabi,Maharashtra,1080900.0,1740200,1002.4,1.53,2,3
Maize,2009,Kharif,Manipur,18300.0,33950,992.5,1.705555556,1,0
Maize,2009,Rabi,Manipur,13500.0,23170,992.5,1.673333333,2,0
Rice,2009,Kharif,Manipur,113890.0,265090,992.5,1.923333333,1,2
Wheat,2009,Rabi,Manipur,12000.0,25050,992.5,2.073333333,2,3
Maize,2009,Kharif,Nagaland,63100.0,65690,1225.9,1.037272727,1,0
Maize,2009,Rabi,Nagaland,5000.0,7500,1225.9,1.51,2,0
Rice,2009,Kharif,Nagaland,168570.0,240310,1225.9,1.393636364,1,2
Wheat,2009,Rabi,Nagaland,2010.0,2410,1225.9,1.198888889,2,3
Maize,2009,Kharif,Punjab,139000.0,475000,371.3,3.489166667,1,0
Rice,2009,Kharif,Punjab,2802000.0,11236000,371.3,3.9775,1,2
Wheat,2009,Rabi,Punjab,3522000.0,15169000,371.3,4.3205,2,3
Maize,2009,Kharif,Tripura,2018.0,2030,2004.2,1.0,1,0
Rice,2009,Kharif,Tripura,245538.0,640010,2004.2,2.5225,1,2
Wheat,2009,Rabi,Tripura,667.0,1323,2004.2,1.9825,2,3
Maize,2009,Kharif,Uttar Pradesh,674808.0,982139,585.8,1.431,1,0
Maize,2009,Rabi,Uttar Pradesh,4636.0,14162,585.8,3.032083333,2,0
Maize,2009,Summer,Uttar Pradesh,29237.0,42540,585.8,1.462833333,3,0
Onion,2009,Rabi,Uttar Pradesh,10494.0,180225,585.8,16.93323944,2,1
Onion,2009,Summer,Uttar Pradesh,12686.0,176246,585.8,13.71826087,3,1
Rice,2009,Kharif,Uttar Pradesh,5148046.0,10714990,585.8,2.00971831,1,2
Rice,2009,Summer,Uttar Pradesh,24695.0,61514,585.8,2.13,3,2
Wheat,2009,Rabi,Uttar Pradesh,9668152.0,27518022,585.8,2.80915493,2,3
Maize,2009,Kharif,Uttarakhand,26103.0,36088,847.8,1.236153846,1,0
