Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2016,Summer     ,Maharashtra,69640,161900,1151.1,10672330,24374,2.369166667
Wheat,2016,Rabi       ,Maharashtra,1272006,2214012,1151.1,194934919.5,445202.1,1.73483871
Banana,2016,Whole Year ,Manipur,8194,109822,2039.8,1255730.5,2867.9,13.55111111
Peas & beans (Pulses),2016,Rabi       ,Manipur,18320,17031,2039.8,2807540,6412,0.925555556
Potato,2016,Whole Year ,Manipur,15250,126860,2039.8,2337062.5,5337.5,8.3
Rice,2016,Kharif     ,Manipur,244000,645600,2039.8,37393000,85400,2.313333333
Wheat,2016,Rabi       ,Manipur,2250,5620,2039.8,344812.5,787.5,2.503333333
Cotton(lint),2016,Kharif     ,Mizoram,71,24,2626.8,10880.75,24.85,0.426666667
Onion,2016,Rabi       ,Mizoram,35,127,2626.8,5363.75,12.25,3.63
Potato,2016,Kharif     ,Mizoram,106,437,2626.8,16244.5,37.1,3.75
Potato,2016,Rabi       ,Mizoram,43,250,2626.8,6589.75,15.05,5.81
Rice,2016,Autumn     ,Mizoram,19602,23665,2626.8,3004006.5,6860.7,1.21125
Rice,2016,Kharif     ,Mizoram,16862,36979,2626.8,2584101.5,5901.7,2.2325
Rice,2016,Rabi       ,Mizoram,394,872,2626.8,60380.5,137.9,2.21
Cotton(lint),2016,Kharif     ,Nagaland,130,80,1959.8,19922.5,45.5,0.615
Peas & beans (Pulses),2016,Kharif     ,Nagaland,2350,3190,1959.8,360137.5,822.5,1.354
Peas & beans (Pulses),2016,Rabi       ,Nagaland,7200,7920,1959.8,1103400,2520,1.101818182
Potato,2016,Rabi       ,Nagaland,7480,74840,1959.8,1146310,2618,10
Rice,2016,Kharif     ,Nagaland,201860,491660,1959.8,30935045,70651,2.391818182
Rice,2016,Rabi       ,Nagaland,4800,13400,1959.8,735600,1680,2.79
Wheat,2016,Rabi       ,Nagaland,3380,6220,1959.8,517985,1183,1.838888889
Cotton(lint),2016,Kharif     ,Punjab,285000,1267000,635.9,43676250,99750,4.2325
Peas & beans (Pulses),2016,Rabi       ,Punjab,3100,4200,635.9,475075,1085,1.375
Rice,2016,Kharif     ,Punjab,3046000,12638000,635.9,466799500,1066100,4.066818182
Wheat,2016,Rabi       ,Punjab,3495000,17636000,635.9,535608750,1223250,4.975
Banana,2016,Kharif     ,Telangana,1579,72995,942.6,241981.75,552.65,45.93
Cotton(lint),2016,Kharif     ,Telangana,1408760,3444408,942.6,215892470,493066,2.445666667
Onion,2016,Kharif     ,Telangana,6153,92896,942.6,942947.25,2153.55,15.68529412
Onion,2016,Rabi       ,Telangana,9423,309477,942.6,1444074.75,3298.05,31.11925926
Potato,2016,Kharif     ,Telangana,37,405,942.6,5670.25,12.95,10.795
Potato,2016,Rabi       ,Telangana,3192,32377,942.6,489174,1117.2,10.56111111
Rice,2016,Kharif     ,Telangana,889351,3028634,942.6,136293040.8,311272.85,3.229666667
Rice,2016,Rabi       ,Telangana,939223,3570445,942.6,143935924.8,328728.05,3.585
Wheat,2016,Rabi       ,Telangana,5409,7413,942.6,828929.25,1893.15,1.223571429
Cotton(lint),2016,Kharif     ,Tripura,870,1358,2475.3,133327.5,304.5,1.55125
Peas & beans (Pulses),2016,Rabi       ,Tripura,3200,2816,2475.3,490400,1120,0.86875
Rice,2016,Autumn     ,Tripura,38136,101574,2475.3,5844342,13347.6,2.5475
Rice,2016,Kharif     ,Tripura,16843,18190,2475.3,2581189.75,5895.05,1.05875
Rice,2016,Summer     ,Tripura,71877,231509,2475.3,11015150.25,25156.95,3.145
Rice,2016,Winter     ,Tripura,150250,463371,2475.3,23025812.5,52587.5,3.05375
Wheat,2016,Rabi       ,Tripura,200,460,2475.3,30650,70,2.25625
Banana,2016,Summer     ,Uttar Pradesh,3376,186413,965.3,517372,1181.6,55.18416667
Cotton(lint),2016,Kharif     ,Uttar Pradesh,5635,2018,965.3,863563.75,1972.25,0.357272727
Onion,2016,Rabi       ,Uttar Pradesh,10526,146606,965.3,1613109.5,3684.1,13.93273973
Onion,2016,Summer     ,Uttar Pradesh,12815,173372,965.3,1963898.75,4485.25,13.28542857
Peas & beans (Pulses),2016,Rabi       ,Uttar Pradesh,384307,529170,965.3,58895047.75,134507.45,1.337671233
Potato,2016,Rabi       ,Uttar Pradesh,575641,13956310,965.3,88216983.25,201474.35,23.69093333
Rice,2016,Kharif     ,Uttar Pradesh,5965657,14396168,965.3,914236935.3,2087979.95,2.3668
Rice,2016,Summer     ,Uttar Pradesh,26051,74184,965.3,3992315.75,9117.85,2.484117647
Wheat,2016,Rabi       ,Uttar Pradesh,9884913,34971381,965.3,1514862917,3459719.55,3.558666667
Onion,2016,Whole Year ,Uttarakhand,3557,29892,1580.9,545110.25,1244.95,7.258333333
Peas & beans (Pulses),2016,Rabi       ,Uttarakhand,4232,4149,1580.9,648554,1481.2,0.680833333
Potato,2016,Kharif     ,Uttarakhand,6583,55540,1580.9,1008844.75,2304.05,9.679090909
Potato,2016,Rabi       ,Uttarakhand,5688,68184,1580.9,871686,1990.8,11.89615385
Rice,2016,Kharif     ,Uttarakhand,251498,582720,1580.9,38542068.5,88024.3,1.779230769
Rice,2016,Summer     ,Uttarakhand,14703,55577,1580.9,2253234.75,5146.05,3.77
Wheat,2016,Rabi       ,Uttarakhand,339572,891700,1580.9,52039409,118850.2,1.962307692
Onion,2016,Rabi       ,Jharkhand,3646,29203,1296.3,558749.5,1276.1,7.856666667
Potato,2016,Rabi       ,Jharkhand,24736,226561,1296.3,3790792,8657.6,10.60166667
Potato,2016,Winter     ,Jharkhand,20926,166162,1296.3,3206909.5,7324.1,8.624285714
Rice,2016,Autumn     ,Jharkhand,137925,154026,1296.3,21137006.25,48273.75,0.912
Rice,2016,Winter     ,Jharkhand,1204133,2621003,1296.3,184533382.3,421446.55,2.251666667
Wheat,2016,Rabi       ,Jharkhand,112109,226854,1296.3,17180704.25,39238.15,2.145416667
Coconut ,2016,Whole Year ,West Bengal,29625,375400000,1795.8,4540031.25,10368.75,12686.74
Cotton(lint),2016,Kharif     ,West Bengal,275,872,1795.8,42143.75,96.25,3.17
Peas & beans (Pulses),2016,Rabi       ,West Bengal,13684,15338,1795.8,2097073,4789.4,1.132631579
Potato,2016,Rabi       ,West Bengal,414490,14464124,1795.8,63520592.5,145071.5,29.99272727
Potato,2016,Summer     ,West Bengal,2590,25329,1795.8,396917.5,906.5,7.125
Rice,2016,Autumn     ,West Bengal,247978,642310,1795.8,38002628.5,86792.3,2.493809524
Rice,2016,Summer     ,West Bengal,1185381,4005685,1795.8,181659638.3,414883.35,3.244285714
Rice,2016,Winter     ,West Bengal,3963495,10996579,1795.8,607405608.8,1387223.25,2.691363636
Wheat,2016,Rabi       ,West Bengal,321621,862712,1795.8,49288418.25,112567.35,2.394545455
Peas & beans (Pulses),2017,Kharif     ,Arunachal Pradesh,662,640,2745.5,104225.28,251.56,0.952631579
Peas & beans (Pulses),2017,Rabi       ,Arunachal Pradesh,3670,5239,2745.5,577804.8,1394.6,1.537894737
Potato,2017,Whole Year ,Arunachal Pradesh,6075,44044,2745.5,956448,2308.5,6.7155
Rice,2017,Kharif     ,Arunachal Pradesh,132000,233335,2745.5,20782080,50160,1.6915
Wheat,2017,Rabi       ,Arunachal Pradesh,3930,7742,2745.5,618739.2,1493.4,2.102
Onion,2017,Rabi       ,Bihar,13130,185740,1112,2067187.2,4989.4,13.78428571
Peas & beans (Pulses),2017,Rabi       ,Bihar,16437,16944,1112,2587841.28,6246.06,1.012777778
Potato,2017,Rabi       ,Bihar,87938,1257276,1112,13844958.72,33416.44,14.39783784
Potato,2017,Winter     ,Bihar,67636,908446,1112,10648611.84,25701.68,13.43027778
Rice,2017,Autumn     ,Bihar,522698,903286,1112,82293573.12,198625.24,1.78173913
Rice,2017,Summer     ,Bihar,67865,143832,1112,10684665.6,25788.7,2.034285714
Rice,2017,Winter     ,Bihar,2716420,7046043,1112,427673164.8,1032239.6,2.466842105
Wheat,2017,Rabi       ,Bihar,2101311,6104303,1112,330830403.8,798498.18,2.866315789
Cotton(lint),2017,Whole Year ,Chhattisgarh,478,802,1124.5,75256.32,181.64,1.9925
Onion,2017,Whole Year ,Chhattisgarh,4238,28864,1124.5,667230.72,1610.44,6.250869565
Peas & beans (Pulses),2017,Rabi       ,Chhattisgarh,12016,4522,1124.5,1891799.04,4566.08,0.36
Potato,2017,Kharif     ,Chhattisgarh,1596,7003,1124.5,251274.24,606.48,4.111111111
Potato,2017,Rabi       ,Chhattisgarh,9779,42910,1124.5,1539605.76,3716.02,4.736956522
Rice,2017,Kharif     ,Chhattisgarh,3976626,5749044,1124.5,626079997.4,1511117.88,1.386296296
Wheat,2017,Rabi       ,Chhattisgarh,102195,141642,1124.5,16089580.8,38834.1,1.497692308
Banana,2017,Whole Year ,Gujarat,29630,2125489,814.8,4664947.2,11259.4,71.83
Cotton(lint),2017,Kharif     ,Gujarat,2626487,10112737,814.8,413514113.3,998065.06,3.962
Onion,2017,Rabi       ,Gujarat,42668,1223608,814.8,6717649.92,16213.84,28.7637931
Onion,2017,Summer     ,Gujarat,11801,318222,814.8,1857949.44,4484.38,25.194
Potato,2017,Whole Year ,Gujarat,130397,3752816,814.8,20529703.68,49550.86,27.283125
Rice,2017,Kharif     ,Gujarat,802674,1749613,814.8,126372994.6,305016.12,2.0375
Rice,2017,Summer     ,Gujarat,52616,140196,814.8,8283863.04,19994.08,2.657857143
Wheat,2017,Rabi       ,Gujarat,1058778,3101037,814.8,166694008.3,402335.64,2.926666667
Cotton(lint),2017,Kharif     ,Haryana,668500,1622500,417.1,105248640,254030,2.69375
Onion,2017,Whole Year ,Haryana,29931,701504,417.1,4712336.64,11373.78,23.97666667
Peas & beans (Pulses),2017,Kharif     ,Haryana,15559,135147,417.1,2449608.96,5912.42,9.862857143
Peas & beans (Pulses),2017,Rabi       ,Haryana,1700,2130,417.1,267648,646,1.221111111
Potato,2017,Whole Year ,Haryana,34718,897576,417.1,5466001.92,13192.84,26.06142857
Rice,2017,Kharif     ,Haryana,1422100,4880000,417.1,223895424,540398,3.096190476
Wheat,2017,Rabi       ,Haryana,2530500,12265100,417.1,398401920,961590,4.705454545
Onion,2017,Rabi       ,Himachal Pradesh,594,3732,1182.2,93519.36,225.72,6.06
Peas & beans (Pulses),2017,Rabi       ,Himachal Pradesh,2353,4853,1182.2,370456.32,894.14,2.057272727
Potato,2017,Kharif     ,Himachal Pradesh,6458,63460,1182.2,1016747.52,2454.04,10.488
Potato,2017,Rabi       ,Himachal Pradesh,3413,24219,1182.2,537342.72,1296.94,5.426
Rice,2017,Kharif     ,Himachal Pradesh,71613,114785,1182.2,11274750.72,27212.94,1.618181818
Wheat,2017,Rabi       ,Himachal Pradesh,342675,603587,1182.2,53950752,130216.5,1.608333333
Peas & beans (Pulses),2017,Rabi       ,Jharkhand,59150,71052,1165.7,9312576,22477,1.19625
Rice,2017,Kharif     ,Jharkhand,1735411,3421253,1165.7,273223107.8,659456.18,2.023333333
Wheat,2017,Rabi       ,Jharkhand,220963,468754,1165.7,34788414.72,83965.94,2.164583333
Banana,2017,Whole Year ,Madhya Pradesh,26375.05,1834029,800,4152487.872,10022.519,47.73208333
Cotton(lint),2017,Kharif     ,Madhya Pradesh,603190,953120,800,94966233.6,229212.2,1.484
Onion,2017,Whole Year ,Madhya Pradesh,150865.6,3701014,800,23752280.06,57328.928,23.00568627
Peas & beans (Pulses),2017,Rabi       ,Madhya Pradesh,311880,321870,800,49102387.2,118514.4,0.930263158
Potato,2017,Whole Year ,Madhya Pradesh,136290.21,3144644,800,21457530.66,51790.2798,21.3776
Rice,2017,Kharif     ,Madhya Pradesh,2023070,4869658,800,318512140.8,768766.6,1.806888889
Rice,2017,Summer     ,Madhya Pradesh,12070,29400,800,1900300.8,4586.6,1.965294118
Wheat,2017,Rabi       ,Madhya Pradesh,5802980,20019950,800,913621171.2,2205132.4,3.345882353
Cotton(lint),2017,Kharif     ,Maharashtra,4350818,6093512,1129.5,684992785.9,1653310.84,1.647407407
Rice,2017,Kharif     ,Maharashtra,1424765,2668600,1129.5,224315001.6,541410.7,1.637916667
Rice,2017,Summer     ,Maharashtra,26178,62200,1129.5,4121464.32,9947.64,2.535833333
Wheat,2017,Rabi       ,Maharashtra,1137731.5,1884842,1129.5,179124447.4,432337.97,1.505483871
Banana,2017,Whole Year ,Manipur,6932,93477,1780,1091374.08,2634.16,13.48444444
Peas & beans (Pulses),2017,Rabi       ,Manipur,18339,17192,1780,2887292.16,6968.82,0.934444444
Potato,2017,Whole Year ,Manipur,15250,129170,1780,2400960,5795,8.488888889
Rice,2017,Kharif     ,Manipur,236710,607820,1780,37267622.4,89949.8,2.18
Wheat,2017,Rabi       ,Manipur,2250,5620,1780,354240,855,2.503333333
Cotton(lint),2017,Kharif     ,Mizoram,92.3,34,3865.8,14531.712,35.074,0.3975
Onion,2017,Rabi       ,Mizoram,110.9,430,3865.8,17460.096,42.142,7.24
Potato,2017,Kharif     ,Mizoram,58,313,3865.8,9131.52,22.04,3.28
Potato,2017,Rabi       ,Mizoram,157,798,3865.8,24718.08,59.66,5.488
Rice,2017,Autumn     ,Mizoram,19587.5,23580,3865.8,3083856,7443.25,1.18625
Rice,2017,Kharif     ,Mizoram,16039.7,35029,3865.8,2525290.368,6095.086,2.15625
Rice,2017,Rabi       ,Mizoram,487,998,3865.8,76673.28,185.06,2.09
Cotton(lint),2017,Kharif     ,Nagaland,130,80,1722.1,20467.2,49.4,0.615
Peas & beans (Pulses),2017,Kharif     ,Nagaland,2330,3190,1722.1,366835.2,885.4,1.366
Peas & beans (Pulses),2017,Rabi       ,Nagaland,7240,7980,1722.1,1139865.6,2751.2,1.101818182
Potato,2017,Rabi       ,Nagaland,7500,75020,1722.1,1180800,2850,9.989090909
Rice,2017,Kharif     ,Nagaland,206750,509590,1722.1,32550720,78565,2.421818182
Rice,2017,Rabi       ,Nagaland,5250,14850,1722.1,826560,1995,2.826666667
Wheat,2017,Rabi       ,Nagaland,3410,6260,1722.1,536870.4,1295.8,1.834444444
Cotton(lint),2017,Kharif     ,Punjab,291000,1283000,497.5,45815040,110580,4.1875
Peas & beans (Pulses),2017,Rabi       ,Punjab,1900,1900,497.5,299136,722,1.24
Rice,2017,Kharif     ,Punjab,3065000,13382000,497.5,482553600,1164700,4.252727273
Wheat,2017,Rabi       ,Punjab,3512000,17830000,497.5,552929280,1334560,5.013181818
Banana,2017,Kharif     ,Telangana,1717,110607,815.7,270324.48,652.46,64.51083333
Cotton(lint),2017,Kharif     ,Telangana,1896993,5195470,815.7,298662577.9,720857.34,2.856333333
Onion,2017,Kharif     ,Telangana,4319,79105,815.7,679983.36,1641.22,18.15833333
Onion,2017,Rabi       ,Telangana,9378,341048,815.7,1476472.32,3563.64,34.61428571
Potato,2017,Kharif     ,Telangana,19,163,815.7,2991.36,7.22,7.94
Potato,2017,Rabi       ,Telangana,2160,25925,815.7,340070.4,820.8,11.048
Rice,2017,Kharif     ,Telangana,1046987,2946004,815.7,164837633.3,397855.06,2.672333333
Rice,2017,Rabi       ,Telangana,915389,3317425,815.7,144118844.2,347847.82,3.532666667
Wheat,2017,Kharif     ,Telangana,2,2,815.7,314.88,0.76,1
Wheat,2017,Rabi       ,Telangana,4156,5771,815.7,654320.64,1579.28,1.429
Cotton(lint),2017,Kharif     ,Tripura,805,1160,3326.8,126739.2,305.9,1.405
Peas & beans (Pulses),2017,Rabi       ,Tripura,3474,3057,3326.8,546946.56,1320.12,0.8725
Rice,2017,Autumn     ,Tripura,37775,104258,3326.8,5947296,14354.5,2.68125
Rice,2017,Kharif     ,Tripura,15837,16787,3326.8,2493377.28,6018.06,1.02625
Rice,2017,Summer     ,Tripura,72224,235115,3326.8,11370946.56,27445.12,3.1475
Rice,2017,Winter     ,Tripura,148232,455932,3326.8,23337646.08,56328.16,3.045
Wheat,2017,Rabi       ,Tripura,195,396,3326.8,30700.8,74.1,2.025
Banana,2017,Summer     ,Uttar Pradesh,69378,3172335,652.1,10922872.32,26363.64,45.97483871
Cotton(lint),2017,Kharif     ,Uttar Pradesh,4150,1534,652.1,653376,1577,0.355555556
Onion,2017,Rabi       ,Uttar Pradesh,13007,189992,652.1,2047822.08,4942.66,14.51013514
Onion,2017,Summer     ,Uttar Pradesh,12557,180634,652.1,1976974.08,4771.66,14.14591549
Peas & beans (Pulses),2017,Rabi       ,Uttar Pradesh,294414,432518,652.1,46352540.16,111877.32,1.446575342
Potato,2017,Rabi       ,Uttar Pradesh,572826,15008697,652.1,90185725.44,217673.88,23.98133333
Rice,2017,Kharif     ,Uttar Pradesh,5897871,15441958,652.1,928560810.2,2241190.98,2.541333333
Rice,2017,Summer     ,Uttar Pradesh,25761,76645,652.1,4055811.84,9789.18,2.67
Wheat,2017,Rabi       ,Uttar Pradesh,9752941,35645666,652.1,1535503031,3706117.58,3.649866667
Onion,2017,Whole Year ,Uttarakhand,3499,56138,1475.8,550882.56,1329.62,16.44
Peas & beans (Pulses),2017,Rabi       ,Uttarakhand,4348,4095,1475.8,684549.12,1652.24,0.766923077
Potato,2017,Kharif     ,Uttarakhand,7861,79562,1475.8,1237635.84,2987.18,11.02
Potato,2017,Rabi       ,Uttarakhand,6141,80400,1475.8,966839.04,2333.58,12.16846154
Rice,2017,Kharif     ,Uttarakhand,246539,620027,1475.8,38815100.16,93684.82,1.909230769
Rice,2017,Summer     ,Uttarakhand,13953,44845,1475.8,2196760.32,5302.14,3.223333333
Wheat,2017,Rabi       ,Uttarakhand,330401,929884,1475.8,52018333.44,125552.38,2.100769231
Coconut ,2017,Whole Year ,West Bengal,30250,378500000,1830,4762560,11495,12091.08136
Cotton(lint),2017,Kharif     ,West Bengal,176,866,1830,27709.44,66.88,4.92
Peas & beans (Pulses),2017,Rabi       ,West Bengal,17964,20203,1830,2828252.16,6826.32,1.135454545
Potato,2017,Rabi       ,West Bengal,430615,14920198,1830,67796025.6,163633.7,30.97954545
Potato,2017,Summer     ,West Bengal,1130,12440,1830,177907.2,429.4,7.6
Rice,2017,Autumn     ,West Bengal,249341,633542,1830,39256247.04,94749.58,2.45
Rice,2017,Summer     ,West Bengal,1295678,4671912,1830,203991544.3,492357.64,3.375714286
Rice,2017,Winter     ,West Bengal,3992412,11010468,1830,628565345.3,1517116.56,2.684545455
Wheat,2017,Rabi       ,West Bengal,117360,362744,1830,18477158.4,44596.8,2.676666667
Peas & beans (Pulses),2018,Kharif     ,Arunachal Pradesh,672,680,2992.9,108998.4,235.2,1.021904762
Peas & beans (Pulses),2018,Rabi       ,Arunachal Pradesh,3690,5775,2992.9,598518,1291.5,1.735714286
Potato,2018,Whole Year ,Arunachal Pradesh,6175,44118,2992.9,1001585,2161.25,6.735909091
Rice,2018,Kharif     ,Arunachal Pradesh,133200,239998,2992.9,21605040,46620,1.737727273
Wheat,2018,Rabi       ,Arunachal Pradesh,3930,7742,2992.9,637446,1375.5,2.151818182
Onion,2018,Rabi       ,Bihar,13014,170865,1521.4,2110870.8,4554.9,11.76916667
Peas & beans (Pulses),2018,Rabi       ,Bihar,16545,17147,1521.4,2683599,5790.75,1.0215625
Potato,2018,Rabi       ,Bihar,84227,1076879,1521.4,13661619.4,29479.45,13.51289474
Potato,2018,Winter     ,Bihar,73008,1109773,1521.4,11841897.6,25552.8,14.90944444
Rice,2018,Autumn     ,Bihar,445393,615668,1521.4,72242744.6,155887.55,1.439545455
Rice,2018,Summer     ,Bihar,60400,136281,1521.4,9796880,21140,2.205
Rice,2018,Winter     ,Bihar,2653929,5403580,1521.4,430467283.8,928875.15,1.809210526
Wheat,2018,Rabi       ,Bihar,2156652,6465905,1521.4,349808954.4,754828.2,2.959473684
Cotton(lint),2018,Whole Year ,Chhattisgarh,1433,2253,1515.5,232432.6,501.55,1.668
Onion,2018,Whole Year ,Chhattisgarh,4619,25561,1515.5,749201.8,1616.65,5.641818182
Peas & beans (Pulses),2018,Rabi       ,Chhattisgarh,10016,3892,1515.5,1624595.2,3505.6,0.3752
Potato,2018,Kharif     ,Chhattisgarh,1441,7619,1515.5,233730.2,504.35,7.005555556
Potato,2018,Rabi       ,Chhattisgarh,8991,47544,1515.5,1458340.2,3146.85,6.055217391
Rice,2018,Kharif     ,Chhattisgarh,4141378,6509430,1515.5,671731511.6,1449482.3,1.521481481
Wheat,2018,Rabi       ,Chhattisgarh,99925,166979,1515.5,16207835,34973.75,1.792692308
Banana,2018,Whole Year ,Gujarat,36405,2815267,1125.4,5904891,12741.75,77.81625
Cotton(lint),2018,Kharif     ,Gujarat,2660056,6302745,1125.4,431461083.2,931019.6,3.031666667
Onion,2018,Rabi       ,Gujarat,23847,673001,1125.4,3867983.4,8346.45,27.7052
Onion,2018,Summer     ,Gujarat,1854,51062,1125.4,300718.8,648.9,27.54
Potato,2018,Whole Year ,Gujarat,121449,3655606,1125.4,19699027.8,42507.15,28.84285714
Rice,2018,Kharif     ,Gujarat,809367,1819260,1125.4,131279327.4,283278.45,2.131
Rice,2018,Summer     ,Gujarat,29582,92755,1125.4,4798200.4,10353.7,2.676153846
Wheat,2018,Rabi       ,Gujarat,797156,2407132,1125.4,129298703.2,279004.6,3.0109375
Cotton(lint),2018,Kharif     ,Haryana,708900,2016600,533.2,114983580,248115,2.7825
Onion,2018,Whole Year ,Haryana,32010,780150,533.2,5192022,11203.5,24.73863636
Peas & beans (Pulses),2018,Kharif     ,Haryana,15586,144678,533.2,2528049.2,5455.1,10.43333333
Peas & beans (Pulses),2018,Rabi       ,Haryana,4142,4493,533.2,671832.4,1449.7,1.075625
Potato,2018,Whole Year ,Haryana,34738,897846,533.2,5634503.6,12158.3,25.85727273
Rice,2018,Kharif     ,Haryana,1447000,4516000,533.2,234703400,506450,2.94952381
Wheat,2018,Rabi       ,Haryana,2553100,12573000,533.2,414112820,893585,4.825
Cotton(lint),2018,Kharif     ,Himachal Pradesh,25,9,1052.2,4055,8.75,0.36
Onion,2018,Rabi       ,Himachal Pradesh,640,4015,1052.2,103808,224,6.001
Peas & beans (Pulses),2018,Rabi       ,Himachal Pradesh,2550,5253,1052.2,413610,892.5,2.054545455
Potato,2018,Kharif     ,Himachal Pradesh,2900,21312,1052.2,470380,1015,5.96875
Potato,2018,Rabi       ,Himachal Pradesh,7029,72777,1052.2,1140103.8,2460.15,9.303333333
Rice,2018,Kharif     ,Himachal Pradesh,71810,114896,1052.2,11647582,25133.5,1.623636364
Wheat,2018,Rabi       ,Himachal Pradesh,319002,564634,1052.2,51742124.4,111650.7,1.594166667
Peas & beans (Pulses),2018,Rabi       ,Jharkhand,49614,62188,1222.7,8047390.8,17364.9,1.227916667
Rice,2018,Kharif     ,Jharkhand,1527103,2894101,1222.7,247696106.6,534486.05,1.817916667
Wheat,2018,Rabi       ,Jharkhand,163847,302559,1222.7,26575983.4,57346.45,1.921666667
Banana,2018,Whole Year ,Madhya Pradesh,26541.39,1853026,1102.2,4305013.458,9289.4865,48.04833333
Cotton(lint),2018,Kharif     ,Madhya Pradesh,454869,879215,1102.2,73779751.8,159204.15,1.405
Onion,2018,Whole Year ,Madhya Pradesh,149843.45,3683098,1102.2,24304607.59,52445.2075,23.08392157
Peas & beans (Pulses),2018,Rabi       ,Madhya Pradesh,64696,50205,1102.2,10493691.2,22643.6,0.7708
Potato,2018,Whole Year ,Madhya Pradesh,145736.5,3309669,1102.2,23638460.3,51007.775,21.3004
Rice,2018,Kharif     ,Madhya Pradesh,2794020,5238850,1102.2,453190044,977907,1.444901961
Wheat,2018,Rabi       ,Madhya Pradesh,7721549,25276038,1102.2,1252435248,2702542.15,3.141764706
Cotton(lint),2018,Kharif     ,Maharashtra,4218738,6593117,1387.4,684279303.6,1476558.3,1.536923077
Rice,2018,Kharif     ,Maharashtra,1417445,3143748,1387.4,229909579,496105.75,1.657916667
Rice,2018,Summer     ,Maharashtra,47541,132050,1387.4,7711150.2,16639.35,2.755833333
Wheat,2018,Rabi       ,Maharashtra,834423.25,1249407,1387.4,135343451.1,292048.1375,1.388666667
Banana,2018,Whole Year ,Manipur,6584,91375,1196.9,1067924.8,2304.4,13.71111111
Peas & beans (Pulses),2018,Rabi       ,Manipur,18345,17191,1196.9,2975559,6420.75,0.93
Potato,2018,Whole Year ,Manipur,15550,128070,1196.9,2522210,5442.5,8.283333333
Rice,2018,Kharif     ,Manipur,233500,602430,1196.9,37873700,81725,2.232222222
Wheat,2018,Rabi       ,Manipur,2290,5730,1196.9,371438,801.5,2.395555556
Cotton(lint),2018,Kharif     ,Mizoram,43,24,1665.2,6974.6,15.05,0.573333333
Onion,2018,Rabi       ,Mizoram,19,64,1665.2,3081.8,6.65,4.2925
Potato,2018,Kharif     ,Mizoram,61,253,1665.2,9894.2,21.35,3.94
Potato,2018,Rabi       ,Mizoram,73,256,1665.2,11840.6,25.55,3.823333333
Rice,2018,Autumn     ,Mizoram,18957,23372,1665.2,3074825.4,6634.95,1.215
Rice,2018,Kharif     ,Mizoram,16133,35678,1665.2,2616772.6,5646.55,2.1975
Rice,2018,Rabi       ,Mizoram,460,960,1665.2,74612,161,2.115
Cotton(lint),2018,Kharif     ,Nagaland,130,80,1372.7,21086,45.5,0.615
Peas & beans (Pulses),2018,Kharif     ,Nagaland,2310,3150,1372.7,374682,808.5,1.361
Peas & beans (Pulses),2018,Rabi       ,Nagaland,7270,8010,1372.7,1179194,2544.5,1.101818182
Potato,2018,Rabi       ,Nagaland,7520,75240,1372.7,1219744,2632,9.993636364
Rice,2018,Kharif     ,Nagaland,208990,519600,1372.7,33898178,73146.5,2.444545455
Rice,2018,Rabi       ,Nagaland,5460,15440,1372.7,885612,1911,2.8275
Wheat,2018,Rabi       ,Nagaland,3420,6260,1372.7,554724,1197,1.83
Cotton(lint),2018,Kharif     ,Punjab,267900,1222800,585.5,43453380,93765,4.273333333
Peas & beans (Pulses),2018,Rabi       ,Punjab,3400,4400,585.5,551480,1190,1.257777778
Rice,2018,Kharif     ,Punjab,3103000,12822000,585.5,503306600,1086050,4.011818182
Wheat,2018,Rabi       ,Punjab,3520000,18262000,585.5,570944000,1232000,5.068636364
Banana,2018,Kharif     ,Telangana,1518,93466,1350.3,246219.6,531.3,61.47185185
Cotton(lint),2018,Kharif     ,Telangana,1839735,3847336,1350.3,298405017,643907.25,2.184375
Onion,2018,Kharif     ,Telangana,4812,62954,1350.3,780506.4,1684.2,12.82
Onion,2018,Rabi       ,Telangana,7422,216343,1350.3,1203848.4,2597.7,28.15518519
Potato,2018,Kharif     ,Telangana,8,24,1350.3,1297.6,2.8,3
Potato,2018,Rabi       ,Telangana,1939,36016,1350.3,314505.8,678.65,16.048
Rice,2018,Kharif     ,Telangana,1189264,4135049,1350.3,192898620.8,416242.4,3.3065625
Rice,2018,Rabi       ,Telangana,742508,2533895,1350.3,120434797.6,259877.8,3.208125
Wheat,2018,Rabi       ,Telangana,4844,9093,1350.3,785696.8,1695.4,1.807
Cotton(lint),2018,Kharif     ,Tripura,812,1216,2169.1,131706.4,284.2,1.4175
Peas & beans (Pulses),2018,Rabi       ,Tripura,3393,2850,2169.1,550344.6,1187.55,0.84
Rice,2018,Autumn     ,Tripura,35340,93453,2169.1,5732148,12369,2.50625
Rice,2018,Kharif     ,Tripura,15382,16267,2169.1,2494960.4,5383.7,1.05375
Rice,2018,Summer     ,Tripura,70742,232551,2169.1,11474352.4,24759.7,3.0775
Rice,2018,Winter     ,Tripura,147900,450930,2169.1,23989380,51765,3.03375
Wheat,2018,Rabi       ,Tripura,157,332,2169.1,25465.4,54.95,2.08625
Banana,2018,Summer     ,Uttar Pradesh,70471,3222568,792.8,11430396.2,24664.85,45.99080645
Cotton(lint),2018,Kharif     ,Uttar Pradesh,5699,1953,792.8,924377.8,1994.65,0.393333333
